Corrida con 
individuos : 40
cr : 0.9
f = 0.3
1: Viorest: 0.0019493, aptitud: 1000, vector: 0.480831    0.0517471     0.478882     0.359539     -43.6813
1253: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21517
1254: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21517
1255: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21517
1256: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21517
1257: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21517
1258: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21517
1259: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21517
1260: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21517
1261: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21517
1262: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21517
1263: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21517
1264: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21517
1265: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21517
1266: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21517
1267: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21517
1268: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1269: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1270: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1271: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1272: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1273: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1274: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1275: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1276: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1277: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1278: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1279: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1280: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1281: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1282: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1283: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1284: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1285: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1286: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1287: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1288: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1289: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1290: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1291: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1292: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1293: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1294: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1295: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1296: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1297: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1298: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1299: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1300: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1301: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1302: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1303: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1304: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1305: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1306: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1307: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1308: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1309: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1310: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1311: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1312: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1313: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1314: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1315: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1316: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1317: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1318: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1319: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1320: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1321: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1322: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1323: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1324: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1325: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1326: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1327: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1328: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1329: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1330: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1331: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1332: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1333: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1334: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1335: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1336: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1337: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1338: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1339: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1340: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1341: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1342: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1343: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1344: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1345: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1346: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1347: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1348: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1349: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1350: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1351: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1352: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1353: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1354: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1355: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1356: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1357: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1358: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1359: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1360: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1361: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1362: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1363: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1364: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1365: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1366: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1367: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1368: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1369: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1370: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1371: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1372: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1373: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1374: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1375: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1376: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1377: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1378: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1379: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1380: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1381: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1382: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1383: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1384: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1385: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1386: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1387: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1388: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1389: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1390: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1391: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1392: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1393: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1394: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1395: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1396: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1397: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1398: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1399: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1400: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1401: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1402: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1403: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1404: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1405: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1406: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1407: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1408: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1409: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1410: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1411: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1412: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1413: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1414: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1415: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1416: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1417: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1418: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1419: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1420: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1421: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1422: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1423: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1424: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1425: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1426: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1427: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1428: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1429: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1430: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1431: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1432: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1433: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1434: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1435: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1436: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1437: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1438: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1439: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1440: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
